Aas	[aːs]		死肉；腐肉〈n.〉
Baseballschläger	[baːzəbalʃlɛɡɐ]		棒球；棒球系统〈n.m.〉
Basis	[baːzɪs]		基础〈n.f.〉
Basketball	[baskətbal]		篮球〈n.m.〉
Bass	[bas]		男低音；贝斯；低音吉他；低音〈n.m.〉
Basteln	[bastəln]		手工艺；手艺；手工业；手工〈n.〉
Bataillon	[baːtaɪloːn]		营；军队；集团〈n.〉
Batterie	[batəʁiː]		电池；殴打；蓄电池〈n.f.〉
Bau	[baʊ]		建造〈n.m.〉
Bauch	[baʊx]		肚子〈n.m.〉
Bauchgefühl	[baʊxɡəfyːl]		直觉〈n.〉
Bauchschmerzen	[baʊksçməʁt͡sən]		腹痛；肚子疼〈n.〉
Bauer	[baʊɐ]		农民〈n.m.〉
Bauernhof	[baʊəʁnhoːf]		农场〈n.m.〉
Baum	[baʊm]		树〈n.m.〉
Baumwolle	[baʊmvɔlə]		棉花；和谐；有好感；理解〈n.f.〉
Baustelle	[baʊstələ]		建筑工地〈n.f.〉
Bauten	[baʊtən]		构造学；建筑物〈n.〉
Bauunternehmer	[baʊʊntəʁneːmɐ]		建筑物；建筑；营造〈n.m.〉
Bayern	[baʏɐn]		巴伐利亚州〈n.〉
Beachtung	[bɛaxtʊnk]		注意〈n.f.〉
Beamter	[bɛamtɐ]		公务员；公职人员〈n.m.〉
Beat	[bɛaːt]		心跳；打；敲打声〈n.m.〉
Beben	[beːbən]		发颤音〈n.〉
Becher	[bɛçɐ]		杯子〈n.m.〉
Becken	[bɛkən]		盆；盆地；第三脑室；骨盆〈n.〉
Bedeutung	[beːdɔʏtʊnk]		意义〈n.f.〉
Bedienung	[beːdiːnʊnk]		操作；动作；手术〈n.f.〉
Bedingung	[beːdɪnɡʊnk]		条件〈n.f.〉
Bedingungen	[beːdɪnɡʊnɡən]		条件；条款；费用〈n.〉
Bedrohung	[bɛdʁoːʊnk]		威胁〈n.f.〉
Bedürfnis	[beːdʏʁfnɪs]		冲动；推动力〈n.〉
Beeilung	[beːɪlʊnk]		赶快〈n.f.〉
Beerdigung	[beːʁdɪɡʊnk]		葬礼〈n.f.〉
Beeren	[beːʁən]		茎；干；柄〈n.〉
Befehl	[beːfeːl]		命令〈n.m.〉
Befehlshaber	[beːfeːlshabɐ]		司令官；指挥官〈n.m.〉
Befragung	[bɛfʁaɡʊnk]		询问〈n.f.〉
Befreiung	[bɛfʁaɪʊnk]		释放；解放；发出〈n.f.〉
Befriedigung	[bɛfʁiːdɪɡʊnk]		满足；满意；快事〈n.f.〉
Befund	[beːfʊnt]		发现；调查结果〈n.m.〉
Beförderung	[beːfœʁdəʁʊnk]		晋升〈n.f.〉
Begabung	[beːɡabʊnk]		职业；天命；天职〈n.f.〉
Begegnung	[beːɡəɡnʊnk]		相遇〈n.f.〉
Begehren	[beːɡeːʁən]		欲望；要求；想要；请求；渴望〈n.〉
Begeisterung	[beːɡaɪstəʁʊnk]		巨大的热情；热心〈n.f.〉
Begierde	[beːɡiːʁdə]		渴望；欲望；本能倾向〈n.f.〉
Beginn	[beːɡɪn]		开始〈n.m.〉
Begleiter	[bɛɡlaɪtɐ]		朋友；陪伴；指南〈n.m.〉
Begleitung	[bɛɡlaɪtʊnk]		陪同〈n.f.〉
Begnadigung	[bɛɡnadɪɡʊnk]		授予；授予物；允许〈n.f.〉
Begriff	[bɛɡʁɪf]		概念〈n.m.〉
Begräbnis	[bɛɡʁɛbnɪs]		葬礼；出殡〈n.〉
Begründung	[bɛɡʁʏndʊnk]		理由；原因；理智〈n.f.〉
Begrüßung	[bɛɡʁʏsʊnk]		欢迎；迎接；乐于接受〈n.f.〉
Behalt	[beːalt]		生计；维持；保持〈n.〉
Behandlung	[beːandlʊnk]		治疗〈n.f.〉
Behauptung	[beːaʊptʊnk]		断言；主张；宣称〈n.f.〉
Behälter	[beːɛltɐ]		容器；花托；插座〈n.m.〉
Behörde	[beːœʁdə]		当局〈n.f.〉
Beifall	[baɪfal]		欢呼；称赞；喝彩〈n.m.〉
Beil	[baɪl]		斧头；手斧；战斧；小斧〈n.〉
Beileid	[baɪlaɪt]		哀悼〈n.〉
Bein	[baɪn]		腿〈n.〉
Beinbruch	[baɪnbʁuːx]		破碎；骨折；破裂〈n.m.〉
Beirut	[baɪʁuːt]		贝鲁特〈n.〉
Beispiel	[baɪspiːl]		例子〈n.〉
Beitrag	[baɪtʁaːk]		贡献〈n.m.〉
Bekannte	[beːkantə]		熟人〈n.〉
Bekanntschaft	[beːkant͡ʃaft]		认识；相识者〈n.f.〉
Beladen	[beːladən]		装载；装填；填充剂；填料〈n.〉
Belagerung	[beːlaɡəʁʊnk]		围困；围攻〈n.f.〉
Belasten	[beːlastən]		应用；申请；志愿书〈n.〉
Belastung	[beːlastʊnk]		阻碍；妨害物；累赘〈n.f.〉
Beleidigung	[beːlaɪdɪɡʊnk]		侮辱；冒犯；凌辱〈n.f.〉
Beleidigungen	[beːlaɪdɪɡʊnɡən]		侮辱；冒犯（复数）〈n.〉
Beleuchtung	[beːlɔʏxtʊnk]		照明；照明设备；舞台灯光〈n.f.〉
Belgien	[bɛlɡiːn]		比利时〈n.〉
Belohnung	[beːloːnʊnk]		奖励〈n.f.〉
Belästigung	[beːlɛstɪɡʊnk]		烦恼；打扰〈n.f.〉
Bemerkung	[beːməʁkʊnk]		注解；批评；评论〈n.f.〉
Benedikt	[beːnədɪkt]		新婚男人〈n.m.〉
Benehmen	[beːneːmən]		举止〈n.〉
Bengel	[bɛnɡəl]		小孩；小不点〈n.m.〉
Benzin	[bɛnt͡siːn]		汽油〈n.〉
Beobachter	[bɛɔbaxtɐ]		观察者；遵守者；观察员〈n.m.〉
Beobachtung	[bɛɔbaxtʊnk]		观察；注意；观测〈n.f.〉
Berater	[beːʁatɐ]		顾问〈n.m.〉
Beratung	[beːʁatʊnk]		咨询；协商；顾问服务〈n.f.〉
Bereich	[beːʁaɪç]		范围〈n.m.〉
Bereitmachen	[beːʁaɪtmaxən]		准备；预备；预习；制剂〈n.〉
Bereitschaft	[beːʁaɪt͡ʃaft]		可依靠的人；被喜爱的食品；备用品〈n.f.〉
Berg	[bɛʁk]		山〈n.m.〉
Berger	[bɛʁɡɐ]		伯杰〈n.〉
Bericht	[beːʁɪçt]		报告〈n.m.〉
Berliner	[bɛʁlɪnɐ]		油炸圈饼；环状物；圆环图〈n.m.〉
Bernstein	[bɛʁnstaɪn]		琥珀〈n.m.〉
Bertram	[bɛʁtʁaːm]		小白菊〈n.m.〉
Beruf	[beːʁuːf]		职业〈n.m.〉
Berufung	[beːʁʊfʊnk]		上诉；使命〈n.f.〉
Beruhigungsmittel	[beːʁuːɪɡʊnɡsmɪtəl]		镇静剂；安眠药〈n.〉
Berühmtheit	[beːʁyːmtaɪt]		的变形〈n.f.〉
Berührung	[beːʁyːʁʊnk]		联系；交际；熟人〈n.f.〉
Besatzung	[beːzat͡sʊnk]		守备队；驻军；要塞；守备〈n.f.〉
Bescheid	[bɛʃaɪt]		消息；答复〈n.m.〉
Bescheidenheit	[bɛʃaɪdənhaɪt]		谦逊；质朴；羞怯〈n.f.〉
Beschluss	[bɛʃlʊs]		决定；决心；决断；判定〈n.m.〉
Beschreibung	[bɛʃʁaɪbʊnk]		描述〈n.f.〉
Beschwerde	[bɛʃvəʁdə]		诉苦；抱怨；控诉；陈诉〈n.f.〉
Beschwerden	[bɛʃvəʁdən]		抱怨；诉苦；投诉〈n.〉
Beschäftigung	[bɛʃɛftɪɡʊnk]		职业；占有；占有期〈n.f.〉
Beschützer	[bɛʃʏt͡sɐ]		小圆盾；防卫物〈n.m.〉
Besessenheit	[beːzəsənhaɪt]		拥有；占有；所有〈n.f.〉
Besetzen	[beːzət͡sən]		针〈n.〉
Besetzung	[beːzət͡sʊnk]		充填物；填料；加填；填充〈n.f.〉
Besitz	[beːzɪt͡s]		财产〈n.m.〉
Besitzer	[beːzɪt͡sɐ]		拥有者〈n.m.〉
Besorgnis	[beːzɔʁɡnɪs]		领悟力；忧虑感〈n.f.〉
Besprechung	[bɛspʁəçʊnk]		会议〈n.f.〉
Besserung	[bɛsəʁʊnk]		改进；改善；增值；改良〈n.f.〉
Bestand	[bɛstant]		树干；祖先；血统〈n.m.〉
Bestandteil	[bɛstandtaɪl]		成分；因素；配合剂；拼料〈n.m.〉
Bestechung	[bɛstəçʊnk]		贿赂；行贿；受贿〈n.f.〉
Besteck	[bɛstək]		刺；刺痛感〈n.〉
Bestellung	[bɛstəlʊnk]		订购〈n.f.〉
Bestellungen	[bɛstəlʊnɡən]		有序化；定序；排序〈n.〉
Bestie	[bɛstiː]		野兽〈n.f.〉
Bestimmung	[bɛstɪmʊnk]		命运；规定〈n.f.〉
Bestrafung	[bɛstʁafʊnk]		处罚；刑罚；惩罚；罚〈n.f.〉
Bestätigung	[bɛstɛtɪɡʊnk]		确认〈n.f.〉
Besuch	[beːzuːx]		拜访〈n.m.〉
Besucher	[beːzʊxɐ]		访客〈n.m.〉
Beta	[beːta]		乙种〈n.〉
Beteiligung	[beːtaɪlɪɡʊnk]		拥护；支持；辩护〈n.f.〉
Beton	[beːtoːn]		混凝土〈n.m.〉
Betracht	[bɛtʁaxt]		考虑〈n.m.〉
Betrag	[bɛtʁaːk]		总数；总额；总计；等同〈n.m.〉
Betreiben	[bɛtʁaɪbən]		鼓动；煽动；教唆；主使〈n.〉
Betreuer	[bɛtʁɔʏɐ]		监护人；照管者〈n.m.〉
Betrieb	[bɛtʁiːp]		企业；运转〈n.m.〉
Betrug	[bɛtʁuːk]		欺骗；欺诈；诡计〈n.m.〉
Betrunkener	[bɛtʁʊnkənɐ]		醉汉〈n.m.〉
Betrüger	[bɛtʁʏɡɐ]		骗子〈n.m.〉
Bett	[bɛt]		床〈n.〉
Bettler	[bɛtlɐ]		使成乞丐〈n.m.〉
Betäubung	[beːtɔʏbʊnk]		昏迷状态；麻醉〈n.f.〉
Beule	[bɔʏlə]		块；瘤；很多〈n.f.〉
Beurteilung	[bɔʏʁtaɪlʊnk]		评估；评判；鉴定〈n.f.〉
Beute	[bɔʏtə]		猎物〈n.f.〉
Beutel	[bɔʏtəl]		袋子；装袋〈n.m.〉
Bevölkerung	[beːfœlkəʁʊnk]		人口〈n.f.〉
Bewegung	[bɛvəɡʊnk]		运动；动作〈n.f.〉
Beweis	[bɛvaɪs]		证据〈n.m.〉
Beweisstück	[bɛvaɪstʏk]		块；片；篇〈n.〉
Bewerber	[bɛvəʁbɐ]		候选人；投考者；候选；候补者〈n.m.〉
Bewerbung	[bɛvəʁbʊnk]		应用；申请；志愿书〈n.f.〉
Bewertung	[bɛvəʁtʊnk]		评估；估价；求值；鉴定〈n.f.〉
Bewohner	[bɛvoːnɐ]		居民〈n.m.〉
Bewunderung	[bɛvʊndəʁʊnk]		赞赏；钦佩；引人赞赏的对象〈n.f.〉
Bewusstsein	[bɛvʊstzaɪn]		意识〈n.〉
Bewährung	[bɛvɛːʁʊnk]		缓刑〈n.f.〉
Bewährungshelfer	[bɛvɛːʁʊnɡshəlfɐ]		监护官；监视缓刑犯的官员〈n.m.〉
Bezahlung	[beːt͡saːlʊnk]		付款〈n.f.〉
Bezeichnung	[beːt͡saɪçnʊnk]		名字；名称；姓名〈n.f.〉
Beziehen	[beːt͡siːən]		获得；采购〈n.〉
Beziehung	[beːt͡siːʊnk]		关系〈n.f.〉
Bezirk	[beːt͡sɪʁk]		行政区〈n.m.〉
Bezug	[beːt͡suːk]		关联〈n.m.〉
Bibel	[biːbəl]		圣经〈n.f.〉
Biber	[biːbɐ]		河狸〈n.m.〉
Bibliothek	[bɪblɪɔtək]		图书馆〈n.f.〉
Biegen	[biːɡən]		屈曲；折褶；弯曲部分；挠曲〈n.〉
Biene	[biːnə]		蜜蜂；聚会〈n.f.〉
Bier	[biːɐ]		啤酒〈n.〉
Biest	[biːst]		野兽〈n.〉
Bikini	[biːkɪnɪ]		大爆炸；比基尼泳装〈n.m.〉
Bild	[bɪlt]		图画；照片〈n.〉
Bildet	[bɪldət]		窗体；表单〈n.〉
Bildschirm	[bɪldʃɪʁm]		幕；银幕；屏风〈n.m.〉
Bildung	[bɪldʊnk]		教育；教养；形成；培养〈n.f.〉
Billard	[bɪlaʁt]		台球；桌球〈n.〉
Binde	[bɪndə]		绷带；帘布筒；实心轮胎；紧带〈n.f.〉
Bindung	[bɪndʊnk]		定置；固定；定色〈n.f.〉
Bingo	[bɪnɡɔ]		宾果游戏〈n.〉
Biologie	[bɪɔlɔɡiː]		生物学；生物〈n.f.〉
Birne	[bɪʁnə]		梨子；梨树；梨木〈n.f.〉
Bischof	[bɪʃoːf]		主教；象；热果子酒〈n.m.〉
Biss	[bɪs]		咬；一口；刺痛〈n.m.〉
Bissen	[bɪsən]		咬；一口；刺痛〈n.m.〉
Blas	[blas]		吹；打击；殴打〈n.m.〉
Blase	[blaːzə]		膀胱；囊〈n.f.〉
Blatt	[blat]		叶子；纸张〈n.〉
Blauer	[blaʊɐ]		穿蓝衣者；蓝色事物〈n.〉
Blaues	[blaʊəs]		蓝色之物；蓝天〈n.〉
Blei	[blaɪ]		铅；铅条；领导〈n.〉
Bleistift	[blaɪstɪft]		铅笔；色笔；眉笔〈n.m.〉
Blick	[blɪk]		目光〈n.m.〉
Blickwinkel	[blɪkvɪnkəl]		视角；观察角度〈n.m.〉
Blinddarm	[blɪndaʁm]		阑尾；盲肠〈n.m.〉
Blinde	[blɪndə]		盲人；失明者〈n.〉
Blinder	[blɪndɐ]		白化病者〈n.〉
Blitz	[blɪt͡s]		闪电〈n.m.〉
Block	[blɔk]		街区；块〈n.m.〉
Blockade	[blɔkadə]		阻塞；封锁〈n.f.〉
Bluff	[blʊf]		断崖；绝壁〈n.m.〉
Blume	[bluːmə]		花〈n.f.〉
Bluse	[bluːzə]		宽松的上衣〈n.f.〉
Blut	[bluːt]		血〈n.〉
Blutbad	[blʊtbaːt]		大屠杀〈n.〉
Blutdruck	[blʊtdʁʊk]		血压〈n.m.〉
Blutgruppe	[blʊtɡʁʊpə]		血型〈n.f.〉
Blutprobe	[blʊtpʁɔbə]		验血〈n.f.〉
Blutung	[bluːtʊnk]		出血〈n.f.〉
Blutvergießen	[blʊtfəʁɡiːsən]		放血〈n.〉
Blätter	[blɛtɐ]		涂箔于〈n.〉
Blödmann	[blœdman]		傻瓜〈n.m.〉
Blödsinn	[blœdzɪn]		胡说〈n.m.〉
Blüten	[blyːtən]		<口>衣服；旧衣；服饰〈n.〉
Bock	[bɔk]		公羊；没兴趣〈n.m.〉
Boden	[boːdən]		地面〈n.m.〉
Body	[boːdʏ]		紧身衣裤〈n.m.〉
Bogen	[boːɡən]		弓；拱〈n.m.〉
Bohne	[boːnə]		豆子；油嘴；豆〈n.f.〉
Bohren	[boːʁən]		烦人的；无聊的；无趣的；成孔期〈n.〉
Bohrer	[boːʁɐ]		钻孔机；钻子；播种机〈n.m.〉
Bombe	[bɔmbə]		炸弹〈n.f.〉
Bomber	[bɔmbɐ]		轰炸机；投弹手〈n.m.〉
Bon	[boːn]		证人；保证人；证明者〈n.m.〉
Bonus	[boːnʊs]		额外补贴；奖金；奖赏〈n.m.〉
Boom	[boːm]		繁荣〈n.m.〉
Boot	[boːt]		小船〈n.〉
Bord	[bɔʁt]		船舱；甲板〈n.m.〉
Bordeaux	[bɔʁdɛaʊks]		酸性枣红〈n.〉
Bordell	[bɔʁdəl]		妓院〈n.〉
Borgen	[bɔʁɡən]		他；男孩；男人；雄性动物〈n.〉
Bosheit	[bɔshaɪt]		邪恶；魔界；恶魔研究〈n.f.〉
Boss	[bɔs]		老板〈n.m.〉
Botschaft	[bɔt͡ʃaft]		信息；使馆〈n.f.〉
Botschafter	[bɔt͡ʃaftɐ]		大使〈n.m.〉
Boulevard	[bɔʊləfaʁt]		林荫大道〈n.〉
Bowling	[bɔvlɪnk]		保龄球戏〈n.〉
Box	[bɔks]		盒子〈n.f.〉
Boxer	[bɔksɐ]		拳师〈n.m.〉
Branche	[bʁançə]		树枝；支店；支流〈n.f.〉
Brand	[bʁant]		火灾〈n.m.〉
Brandstiftung	[bʁandstɪftʊnk]		纵火；纵火罪；放火〈n.f.〉
Brasilien	[bʁaːzɪliːn]		巴西〈n.〉
Braten	[bʁaːtən]		烤肉；烘烤肉〈n.m.〉
Braut	[bʁaʊt]		新娘〈n.f.〉
Brautjungfer	[bʁaʊtjʊnɡfɐ]		女傧相〈n.f.〉
Brei	[bʁaɪ]		浓粥；感伤的话〈n.m.〉
Breiten	[bʁaɪtən]		纬度（复数）〈n.〉
Bremse	[bʁɛmzə]		刹车；阻碍；丛林〈n.f.〉
Brennenden	[bʁɛnəndən]		使湿透；弄湿〈n.〉
Brenner	[bʁɛnɐ]		火炉；烧火的人；灯；灯头〈n.m.〉
Brett	[bʁɛt]		木板〈n.〉
Bridge	[bʁɪdɡə]		桥；舰桥；桥梁〈n.〉
Brief	[bʁiːf]		信〈n.m.〉
Brieftasche	[bʁiːftaʃə]		钱包〈n.f.〉
Briefträger	[bʁiːftʁɛɡɐ]		邮递员；理财法庭的高级律师〈n.m.〉
Brigade	[bʁiːɡadə]		旅；队；团体〈n.f.〉
Brille	[bʁɪlə]		眼镜〈n.f.〉
Brise	[bʁiːzə]		微风；煤屑〈n.f.〉
Britische	[bʁiːtɪʃə]		英国英语〈n.〉
Broadway	[bʁɔadvaʏ]		百老汇大街〈n.m.〉
Brocken	[bʁɔkən]		块；小片；一口〈n.m.〉
Brosche	[bʁɔʃə]		胸针；领针〈n.f.〉
Broschüre	[bʁɔʃʏʁə]		小册子〈n.f.〉
Brot	[bʁoːt]		面包〈n.〉
Bruch	[bʁuːx]		休息；中断；破裂处〈n.m.〉
Bruchteil	[bʁʊxtaɪl]		滴；细流〈n.m.〉
Bruder	[bʁuːdɐ]		兄弟〈n.m.〉
Bruderschaft	[bʁuːdəʁʃaft]		手足情谊；兄弟关系〈n.f.〉
Brummen	[bʁʊmən]		吠声；咆哮声；怒吠；咆哮〈n.〉
Brunnen	[bʁʊnən]		井〈n.m.〉
Brust	[bʁʊst]		胸部〈n.f.〉
Brustkorb	[bʁʊstkɔʁp]		肋骨；肋状物〈n.m.〉
Brutalität	[bʁuːtalɪtɛːt]		残忍；无慈悲；野蛮的行为〈n.f.〉
Bräutigam	[bʁɔʏtɪɡaːm]		新郎〈n.m.〉
Brötchen	[bʁœtçən]		面包卷〈n.〉
Brücke	[bʁʏkə]		桥〈n.f.〉
Brüderchen	[bʁyːdəʁçən]		兄弟〈n.〉
Buch	[buːx]		书〈n.〉
Buchen	[bʊxən]		山毛榉（Buche 的复数/变位形式）〈n.〉
Buchhalter	[bʊxhaltɐ]		簿记员；记帐员〈n.m.〉
Buchhaltung	[bʊxhaltʊnk]		簿记；簿记学〈n.f.〉
Buchmacher	[bʊxmaxɐ]		著作家；编辑者〈n.m.〉
Buchstabe	[buːxʃtaːbə]		字母〈n.m.〉
Buchstaben	[bʊkstabən]		位置；空间；距离〈n.〉
Bucht	[bʊxt]		海湾；狗吠声；月桂；吠〈n.f.〉
Buckel	[bʊkəl]		驼背；脊柱后突〈n.m.〉
Buddha	[bʊdha]		佛陀〈n.m.〉
Bude	[buːdə]		小屋〈n.f.〉
Buenos	[bʊənɔs]		布宜诺斯艾利斯〈n.〉
Buffalo	[bʊfalɔ]		水牛〈n.〉
Bug	[buːk]		弓〈n.m.〉
Bulle	[bʊlə]		警察（俚）；公牛〈n.m.〉
Bund	[bʊnt]		衣领；颈圈；控制；扭住衣领〈n.m.〉
Bunker	[bʊnkɐ]		掩体〈n.m.〉
Bunny	[bʊnʏ]		兔子〈n.〉
Burg	[bʊʁk]		城堡〈n.f.〉
Burger	[bʊʁɡɐ]		汉堡包〈n.m.〉
Bursche	[bʊʁʃə]		小伙子〈n.m.〉
Bus	[bʊs]		公交车〈n.m.〉
Busen	[buːzən]		胸部；胸；胸怀〈n.m.〉
Business	[buːzɪnəs]		生意；事情；业务〈n.〉
Butter	[bʊtɐ]		黄油〈n.f.〉
Buße	[buːsə]		自我惩罚；忏悔；悔过〈n.f.〉
Bäcker	[bɛkɐ]		面包师；烤箱〈n.m.〉
Bäckerei	[bɛkəʁaɪ]		面包店〈n.f.〉
Bär	[bɛːɐ]		熊〈n.m.〉
Börse	[bœʁzə]		交易所；钱包〈n.f.〉
Bösewicht	[bøːzəvɪçt]		坏人；恶人〈n.m.〉
Büchse	[bʏksə]		步枪；抢夺〈n.f.〉
Bügeln	[byːɡəln]		熨烫〈n.〉
Bühne	[byːnə]		舞台〈n.f.〉
Bündel	[bʏndəl]		捆；束；包扎〈n.〉
Bürde	[bʏʁdə]		猴子；猿〈n.f.〉
Bürger	[bʏʁɡɐ]		公民〈n.m.〉
Bürgermeister	[bʏʁɡəʁmaɪstɐ]		市长〈n.m.〉
Büro	[byːʁɔ]		办公室〈n.〉
Bürokratie	[byːʁɔkʁatiː]		繁杂；拖拉的公文程序〈n.f.〉
Cabrio	[kabʁɪɔ]		敞篷汽车；敞篷车〈n.〉
Cadillac	[kaːdɪlaːk]		卡迪拉克牌轿车〈n.m.〉
Cafeteria	[kaːfətəʁɪa]		自助餐厅〈n.f.〉
Café	[kafeː]		咖啡馆〈n.〉
Cambridge	[kambʁɪdɡə]		剑桥〈n.〉
Camp	[kamp]		营地〈n.〉
Cappuccino	[kapʊkkɪnɔ]		热牛奶咖啡〈n.m.〉
Casting	[kastɪnk]		投掷；铸成品；角色分配；浇铸〈n.〉
Cent	[kɛnt]		分（货币）〈n.m.〉
Champagner	[kampaɡnɐ]		香槟〈n.m.〉
Champion	[kampɪoːn]		冠军〈n.m.〉
Champions	[kampɪɔns]		夺标；盟主〈n.〉
Chance	[kankə]		机会〈n.f.〉
Chaos	[kaɔs]		混乱〈n.〉
Charakter	[kaːʁaktɐ]		性格；角色〈n.m.〉
Chauffeur	[kaʊfɔʏɐ]		司机〈n.m.〉
Cheerleader	[çeːʁlɛadɐ]		啦啦队长〈n.m.〉
Cheeseburger	[çeːzəbʊʁɡɐ]		干酪汉堡包〈n.m.〉
Chef	[çeːf]		老板；上司〈n.m.〉
Chefin	[çeːfiːn]		女上司〈n.f.〉
Chemie	[çeːmiː]		化学；化学过程〈n.f.〉
Chemiker	[çeːmɪkɐ]		化学家；药剂师；化学师〈n.m.〉
Cher	[çɐ]		谢尔河〈n.m.〉
Chevy	[çeːfʏ]		打猎时的叫喊；追赶；追猎〈n.m.〉
Chi	[çɪ]		χ〈n.〉
Chili	[çiːlɪ]		辣牛肉酱〈n.〉
China	[çiːna]		中国〈n.〉
Chinese	[çiːnəzə]		中文；中国话〈n.m.〉
Chinesisch	[çiːnəzɪʃ]		汉语〈n.〉
Chirurg	[çiːʁʊʁk]		外科医生〈n.m.〉
Chirurgie	[çiːʁʊʁɡiː]		外科；手术；手术室〈n.f.〉
Churchill	[kʊʁçɪl]		邱吉尔〈n.m.〉
Cleveland	[kleːfəlant]		克利夫兰〈n.〉
Clown	[klɔvn]		小丑〈n.m.〉
Club	[kluːp]		俱乐部〈n.m.〉
Cockpit	[kɔkpiːt]		飞行；射程；逃走〈n.〉
Cocktail	[kɔktaɪl]		鸡尾酒〈n.m.〉
Code	[koːdə]		密码；代码〈n.m.〉
Cola	[koːla]		可乐〈n.f.〉
College	[kɔləɡə]		大学〈n.〉
Colorado	[koːlɔʁadɔ]		科罗拉多；科罗拉多河〈n.m.〉
Columbia	[koːlʊmbɪa]		哥伦比亚〈n.m.〉
Columbus	[koːlʊmbʊs]		哥伦布〈n.〉
Computer	[kɔmpʊtɐ]		电脑〈n.m.〉
Connecticut	[kɔnəktɪkuːt]		康涅狄格〈n.〉
Cook	[koːk]		库克群岛〈n.〉
Cookie	[koːkiː]		饼干；小甜点；糕点〈n.〉
Copyright	[koːpʏʁɪɡht]		版权；著作权〈n.〉
Cornflakes	[kɔʁnflakəs]		玉蜀黍；谷类；谷粒〈n.〉
Costa	[kɔsta]		哥斯达黎加〈n.〉
Couch	[kɔuːx]		长沙发〈n.f.〉
Countdown	[kɔʊntdɔvn]		倒计时〈n.〉
Coup	[kɔuːp]		砰然的一击；妙计；出乎意料的行动〈n.m.〉
Courage	[kɔʊʁaɡə]		勇气；胆量〈n.f.〉
Cousin	[kɔʊziːn]		表兄弟〈n.m.〉
Cousine	[kɔʊzɪnə]		表姐妹〈n.f.〉
Cowboy	[kɔvbɔʏ]		牛仔〈n.m.〉
Crash	[kʁash]		哗啦声；猛撞；崩溃〈n.m.〉
Crystal	[kʁʏstaːl]		<俚>去氧麻黄硷粉〈n.〉
DNA	[dna]		脱氧核糖核酸〈n.f.〉
Dach	[daːx]		屋顶〈n.〉
Dachboden	[daxbɔdən]		阁楼；顶楼；鼓室上隐窝〈n.m.〉
Dame	[daːmə]		女士〈n.f.〉
Damm	[dam]		会阴〈n.m.〉
Dampf	[dampf]		蒸汽；行驶〈n.m.〉
Dank	[dank]		感谢〈n.m.〉
Dankbarkeit	[dankbaʁkaɪt]		感激〈n.f.〉
Darius	[daːʁɪʊs]		大流士〈n.〉
Darm	[daʁm]		内部的；国内的；肠〈n.m.〉
Darstellung	[daʁstəlʊnk]		表示法；表现；陈述〈n.f.〉
Dasein	[daːzaɪn]		存在；生存；存在状态〈n.〉
Date	[daːtə]		约会〈n.〉
Datei	[daːtaɪ]		档案；公文箱；文件夹〈n.〉
Daten	[daːtən]		数据〈n.〉
Datenbank	[daːtənbank]		数据库〈n.f.〉
Datum	[daːtuːm]		日期〈n.〉
Dauer	[daʊɐ]		持续时间；持续〈n.f.〉
Daumen	[daʊmən]		笨拙地摆弄；用拇指翻旧〈n.m.〉
Deck	[dɛk]		甲板〈n.〉
Decke	[dɛkə]		被子；天花板〈n.f.〉
Deckel	[dɛkəl]		盖子；限制〈n.m.〉
Deckung	[dɛkʊnk]		掩护〈n.f.〉
Defekt	[deːfəkt]		缺点；缺损；缺陷〈n.m.〉
Definition	[deːfɪnɪt͡sjoːn]		定义；精确度；清晰度〈n.f.〉
Dekan	[deːkaːn]		院长；学院院长〈n.m.〉
Dekoration	[deːkɔʁat͡sjoːn]		装饰；装饰品〈n.f.〉
Delta	[dɛlta]		三角洲；丁种〈n.〉
Demokratie	[deːmɔkʁatiː]		民主〈n.f.〉
Demonstration	[deːmɔnstʁat͡sjoːn]		示范；实证；示教；实物教授〈n.f.〉
Demut	[deːmuːt]		谦逊；卑贱；粗鄙〈n.f.〉
Demütigung	[deːmʏtɪɡʊnk]		侮辱；侮辱的言行；无礼；有伤尊严〈n.f.〉
Denise	[deːnɪzə]		丹尼斯〈n.f.〉
Denker	[dɛnkɐ]		思想者；思想家〈n.m.〉
Denkmal	[dɛnkmaːl]		纪念碑；历史古迹〈n.〉
Denver	[dɛnfɐ]		丹佛〈n.〉
Deo	[dɛɔ]		除臭剂〈n.〉
Depression	[dɛpʁəsɪoːn]		不景气；消沉；沮丧〈n.f.〉
Derwisch	[dɛʁvɪʃ]		托钵僧〈n.m.〉
Designer	[deːzɪɡnɐ]		设计者；谋划者；制图者；设计员〈n.m.〉
Dessert	[dɛsəʁt]		餐后甜点〈n.〉
Detail	[deːtaɪl]		细节〈n.〉
Detektiv	[deːtəktiːf]		侦探〈n.m.〉
Detroit	[dɛtʁɔiːt]		底特律〈n.m.〉
Deutscher	[dɔʏt͡ʃɐ]		德国人〈n.m.〉
Deutschland	[dɔʏt͡ʃlant]		德国〈n.〉
Dezember	[deːt͡səmbɐ]		十二月〈n.m.〉
Diabetes	[dɪabətəs]		糖尿病；多尿症〈n.m.〉
Diagnose	[dɪaɡnɔzə]		诊断〈n.f.〉
Dialekt	[dɪaləkt]		方言；地方话〈n.〉
Dialog	[dɪaloːk]		对话〈n.m.〉
Diamant	[dɪamant]		钻石〈n.m.〉
