abaisser	[abese]		降低；放下〈v.〉
asticot	[astiko]		蛆虫〈n.m.〉
astiquer	[astike]		擦亮；擦洗〈v.〉
astre	[astʁ]		天体〈n.m.〉
astronaute	[astʁonot]		宇航员〈n.〉
astuce	[astys]		窍门；妙计〈n.f.〉
astucieux	[astysjø]		机敏的；巧妙的〈adj.〉
astéroïde	[asteʁoid]		小行星〈n.m.〉
atelier	[atəlje]		工作室；车间〈n.m.〉
athlète	[atlɛt]		运动员〈n.〉
atmosphère	[atmosfɛʁ]		大气；气氛〈n.f.〉
atome	[atom]		原子〈n.m.〉
atomique	[atomik]		原子的〈adj.〉
atout	[atu]		王牌；优势〈n.m.〉
atroce	[atʁɔs]		可怕的；残忍的〈adj.〉
atrocité	[atʁosite]		暴行〈n.f.〉
attache	[ataʃ]		挂钩；系带〈n.f.〉
attachement	[ataʃəmɑ̃]		依恋；眷恋〈n.m.〉
attacher	[ataʃe]		系上；绑；拴〈v.〉
attaché	[ataʃe]		依恋的；附属的〈adj.〉
attaque	[atak]		攻击；（疾病）发作〈n.f.〉
attaquer	[atake]		攻击；进攻〈v.〉
attarder	[ataʁde]		逗留；耽搁〈v.〉
atteindre	[atɛ̃dʁ]		达到；抵达；击中〈v.〉
atteint	[atɛ̃]		患病的；受损的〈adj.〉
atteler	[atəle]		套（役畜）〈v.〉
attendre	[atɑ̃dʁ]		等；等待〈v.〉
attendrir	[atɑ̃dʁiʁ]		使感动；使心软〈v.〉
attendu	[atɑ̃dy]		预期的；意料中的〈adj.〉
attentat	[atɑ̃ta]		袭击；行刺〈n.m.〉
attente	[atɑ̃t]		等待；期望〈n.f.〉
attentif	[atɑ̃tif]		专注的；体贴的〈adj.〉
attention	[atɑ̃sjɔ̃]		注意；小心〈interj.〉
attentionné	[atɑ̃sjone]		体贴的；亲切的〈adj.〉
attentivement	[atɑ̃tivəmɑ̃]		专心地；注意地〈adv.〉
atterrir	[ateʁiʁ]		着陆；降落〈v.〉
atterrissage	[ateʁisaʒ]		着陆；降落〈n.m.〉
attester	[atɛste]		证明；证实〈v.〉
attirance	[atiʁɑ̃s]		吸引力；好感〈n.f.〉
attirant	[atiʁɑ̃]		有吸引力的；迷人的〈adj.〉
attirer	[atiʁe]		吸引〈v.〉
attitude	[atityd]		态度；姿态〈n.f.〉
attraction	[atʁaksjɔ̃]		吸引力；游乐设施〈n.f.〉
attraper	[atʁape]		抓住；逮住〈v.〉
attribuer	[atʁibɥe]		授予；归于〈v.〉
attrister	[atʁiste]		使悲伤〈v.〉
atténuer	[atenɥe]		减轻；缓和〈v.〉
au	[o]		到；在（缩合冠词）〈art.〉
au-delà	[odəla]		超越；那边〈adv.〉
au-dessous	[odəsu]		在下面；低于〈adv.〉
au-dessus	[odəsy]		在上面；上方〈adv.〉
aube	[ob]		黎明；拂晓〈n.f.〉
auberge	[obɛʁʒ]		客栈；小旅馆〈n.f.〉
aucun	[okœ̃]		没有一个；毫无〈adj.〉
aucune	[okyn]		没有一个（阴性）；毫无〈adj.〉
audace	[odas]		大胆；胆识〈n.f.〉
audacieux	[odasjø]		大胆的；创新的〈adj.〉
audience	[odjɑ̃s]		听众；审讯；收视率〈n.f.〉
auditeur	[oditœʁ]		听众；审计员〈n.m.〉
audition	[odisjɔ̃]		听觉；试音；试镜〈n.f.〉
auditionner	[odisjone]		试镜；面试选拔〈v.〉
augmentation	[ogmɑ̃tasjɔ̃]		增加；加薪〈n.f.〉
augmenter	[ogmɑ̃te]		增加；提高〈v.〉
augure	[ogyʁ]		预兆〈n.m.〉
aujourd'hui	[oʒuʁdɥi]		今天〈adv.〉
aumône	[omon]		施舍；施舍物〈n.f.〉
auparavant	[opaʁavɑ̃]		以前；在此之前〈adv.〉
auprès	[opʁɛ]		在…近旁；向…〈prép.〉
auquel	[okɛl]		对那个；向那个〈pron.〉
aura	[oʁa]		气场；氛围〈n.f.〉
aurore	[oʁɔʁ]		黎明；曙光〈n.f.〉
aussi	[osi]		也；同样〈adv.〉
aussitôt	[osito]		立即；随即〈adv.〉
autant	[otɑ̃]		同样多；如此多〈adv.〉
autel	[otɛl]		祭坛〈n.m.〉
auteur	[otœʁ]		作者；作家〈n.m.〉
authentique	[otɑ̃tik]		真实的；正宗的〈adj.〉
auto	[oto]		汽车（口语）〈n.〉
autobus	[otobys]		公共汽车〈n.m.〉
autocar	[otokaʁ]		大客车；长途巴士〈n.m.〉
autocollant	[otokolɑ̃]		贴纸；不干胶标签〈n.m.〉
autodestruction	[otodɛstʁyksjɔ̃]		自我毁灭〈n.f.〉
autographe	[otogʁaf]		亲笔签名〈n.m.〉
automatique	[otomatik]		自动的〈adj.〉
automatiquement	[otomatikəmɑ̃]		自动地〈adv.〉
automne	[otɔn]		秋天〈n.m.〉
automobile	[otomobil]		汽车〈n.f.〉
autonome	[otonom]		自主的；独立的〈adj.〉
autonomie	[otonomi]		自治；自主〈n.f.〉
autopsie	[otɔpsi]		尸检〈n.f.〉
autorisation	[otoʁizasjɔ̃]		许可；授权〈n.f.〉
autoriser	[otoʁize]		允许；批准〈v.〉
autorisé	[otoʁize]		获准的；授权的〈adj.〉
autorité	[otoʁite]		权威；当局〈n.f.〉
autoroute	[otoʁut]		高速公路〈n.f.〉
autour	[otuʁ]		周围；四周〈adv.〉
autre	[otʁ]		别的；其他的〈adj.〉
autrefois	[otʁəfwa]		从前；往昔〈adv.〉
autrement	[otʁəmɑ̃]		否则；用别的方式〈adv.〉
autres	[otʁ]		其他人；其余的〈pron.〉
autrichien	[otʁiʃjɛ̃]		奥地利的；奥地利人〈n.m.〉
autruche	[otʁyʃ]		鸵鸟〈n.f.〉
autrui	[otʁɥi]		他人；别人〈pron.〉
aux	[o]		到；在（缩合冠词复数）〈art.〉
auxquels	[okɛl]		对那些（关系代词）〈pron.〉
aval	[aval]		下游；下段〈n.m.〉
avalanche	[avalɑ̃ʃ]		雪崩〈n.f.〉
avaler	[avale]		吞下；咽下〈v.〉
avance	[avɑ̃s]		前进；提前；领先〈n.f.〉
avancement	[avɑ̃səmɑ̃]		进展；晋升〈n.m.〉
avancer	[avɑ̃se]		前进；提前〈v.〉
avancé	[avɑ̃se]		先进的；高级的〈adj.〉
avancée	[avɑ̃se]		进展；进步〈n.f.〉
avant	[avɑ̃]		在……之前〈prép.〉
avant-hier	[avɑ̃tjɛʁ]		前天〈adv.〉
avant-poste	[avɑ̃pɔst]		前哨〈n.m.〉
avantage	[avɑ̃taʒ]		优势；好处〈n.m.〉
avare	[avaʁ]		吝啬的；守财奴〈adj.〉
avatar	[avataʁ]		变迁；波折；化身〈n.m.〉
avec	[avɛk]		和；同；带有〈prép.〉
avenir	[avəniʁ]		未来；前途〈n.m.〉
aventure	[avɑ̃tyʁ]		冒险；奇遇〈n.f.〉
aventurer	[avɑ̃tyʁe]		冒险；贸然前往〈v.〉
aventurier	[avɑ̃tyʁje]		冒险家〈n.m.〉
avenue	[avəny]		大街；大道〈n.f.〉
avertir	[avɛʁtiʁ]		警告；告知〈v.〉
avertissement	[avɛʁtisəmɑ̃]		警告；警示〈n.m.〉
aveu	[avø]		承认；供认〈n.m.〉
aveugle	[avœgl]		失明的；盲目的〈adj.〉
aveugler	[avœgle]		使失明；蒙蔽〈v.〉
aviateur	[avjatœʁ]		飞行员〈n.m.〉
aviation	[avjasjɔ̃]		航空；飞行〈n.f.〉
avide	[avid]		贪婪的；渴求的〈adj.〉
avion	[avjɔ̃]		飞机〈n.m.〉
avis	[avi]		意见；看法〈n.m.〉
aviser	[avize]		注意到；通知〈v.〉
avocat	[avoka]		律师；鳄梨〈n.m.〉
avoir	[avwaʁ]		有；拥有〈v.〉
avortement	[avɔʁtəmɑ̃]		堕胎；流产〈n.m.〉
avorter	[avɔʁte]		流产；堕胎；夭折〈v.〉
avouer	[avwe]		承认；坦白〈v.〉
avril	[avʁil]		四月〈n.m.〉
avérer	[aveʁe]		证实；证明是〈v.〉
axe	[aks]		轴；轴线〈n.m.〉
azur	[azyʁ]		蔚蓝；碧空〈n.m.〉
aérer	[aeʁe]		使通风；使透气〈v.〉
aérien	[aeʁjɛ̃]		空中的；航空的〈adj.〉
aérodrome	[aeʁodʁom]		小型机场〈n.m.〉
aéroport	[aeʁopɔʁ]		机场〈n.m.〉
aîné	[ene]		长子；年长的〈n.m.〉
aïe	[aj]		哎哟（呼痛）〈interj.〉
aïeul	[ajœl]		祖父；祖先〈n.m.〉
baby	[bejbi]		婴儿（口语）〈n.m.〉
baby-sitter	[babisitœʁ]		临时保姆〈n.f.〉
bac	[bak]		中学毕业会考；文凭〈n.m.〉
bacon	[bekon]		培根〈n.m.〉
bactérie	[bakteʁi]		细菌〈n.f.〉
badge	[badʒ]		徽章；工牌〈n.m.〉
baffe	[baf]		耳光；巴掌〈n.f.〉
bafouer	[bafwe]		嘲弄；公然蔑视〈v.〉
bafouiller	[bafuje]		说话结巴；口齿不清地说〈v.〉
bagage	[bagaʒ]		行李〈n.m.〉
bagarre	[bagaʁ]		打架；斗殴〈n.f.〉
bagarrer	[bagaʁe]		争斗；打架（口语）〈v.〉
bagnole	[baɲɔl]		破车；汽车（俚语）〈n.f.〉
bague	[bag]		戒指〈n.f.〉
baguette	[bagɛt]		棍子；法棍面包；筷子〈n.f.〉
bah	[ba]		哼；得了吧（语气词）〈interj.〉
baie	[bɛ]		海湾；浆果〈n.f.〉
baigner	[beɲe]		浸泡；给…洗澡〈v.〉
baignoire	[bɛɲwaʁ]		浴缸〈n.f.〉
bail	[baj]		租约；租期〈n.m.〉
bain	[bɛ̃]		洗澡；沐浴〈n.m.〉
baise	[bɛz]		性交（粗俗）〈n.f.〉
baiser	[beze]		吻；性交（粗俗）〈v.〉
baisse	[bɛs]		下降；跌价〈n.f.〉
baisser	[bese]		放下；降低；低头〈v.〉
bal	[bal]		舞会〈n.m.〉
balade	[balad]		漫步；兜风〈n.f.〉
balader	[balade]		闲逛；散步〈v.〉
balai	[balɛ]		扫帚〈n.m.〉
balance	[balɑ̃s]		秤；天平〈n.f.〉
balancer	[balɑ̃se]		摇摆；抛（口语）〈v.〉
balançoire	[balɑ̃swaʁ]		秋千〈n.f.〉
balayer	[baleje]		扫；扫视〈v.〉
balcon	[balkɔ̃]		阳台〈n.m.〉
baleine	[balɛn]		鲸鱼〈n.f.〉
balise	[baliz]		信标；标记〈n.f.〉
ballade	[balad]		叙事曲；抒情曲；漫步〈n.f.〉
balle	[bal]		球；子弹〈n.f.〉
ballet	[balɛ]		芭蕾舞〈n.m.〉
ballon	[balɔ̃]		球；气球〈n.m.〉
banal	[banal]		平庸的；陈腐的〈adj.〉
banane	[banan]		香蕉〈n.f.〉
banc	[bɑ̃]		长凳；长椅〈n.m.〉
bancaire	[bɑ̃kɛʁ]		银行的〈adj.〉
bandage	[bɑ̃daʒ]		绷带〈n.m.〉
bande	[bɑ̃d]		一伙；带子；条〈n.f.〉
bandeau	[bɑ̃do]		束发带；横幅〈n.m.〉
bander	[bɑ̃de]		捆扎；勃起（俚）〈v.〉
bandit	[bɑ̃di]		强盗；歹徒〈n.m.〉
banjo	[bɑ̃dʒo]		班卓琴〈n.m.〉
banlieue	[bɑ̃ljø]		郊区；市郊〈n.f.〉
bannir	[baniʁ]		驱逐；取缔〈v.〉
bannière	[banjɛʁ]		旗帜；横幅〈n.f.〉
banque	[bɑ̃k]		银行〈n.f.〉
banquet	[bɑ̃kɛ]		宴会；盛宴〈n.m.〉
banquette	[bɑ̃kɛt]		长凳；（汽车）后排座椅〈n.f.〉
banquier	[bɑ̃kje]		银行家〈n.m.〉
baptiser	[batize]		施洗；命名〈v.〉
baptême	[batɛm]		洗礼〈n.m.〉
bar	[baʁ]		酒吧〈n.m.〉
baraque	[baʁak]		房子（口语）；棚屋〈n.f.〉
baratin	[baʁatɛ̃]		花言巧语（口语）〈n.m.〉
barbare	[baʁbaʁ]		野蛮人；残暴的〈n.〉
barbe	[baʁb]		胡子〈n.〉
barbecue	[baʁbəkju]		烤架；烧烤〈n.m.〉
barbelé	[baʁbəle]		带刺铁丝网〈n.m.〉
barbier	[baʁbje]		理发师〈n.m.〉
baril	[baʁil]		桶〈n.m.〉
barman	[baʁman]		酒保；调酒师〈n.m.〉
baron	[baʁɔ̃]		男爵〈n.m.〉
barque	[baʁk]		小船〈n.f.〉
barrage	[baʁaʒ]		水坝；路障〈n.m.〉
barre	[baʁ]		杆；杠；条状物〈n.f.〉
barreau	[baʁo]		栏杆；律师界〈n.m.〉
barrer	[baʁe]		闩上；拦住〈v.〉
barricade	[baʁikad]		路障；街垒〈n.f.〉
barricader	[baʁikade]		设置路障；堵住〈v.〉
barrière	[baʁjɛʁ]		栅栏；障碍；屏障〈n.f.〉
barré	[baʁe]		划掉的；有横杠的〈adj.〉
bas	[ba]		低的；矮的〈adj.〉
basculer	[baskyle]		翻转；骤变〈v.〉
base	[baz]		基础；基地〈n.f.〉
base-ball	[bɛzbol]		棒球〈n.m.〉
baseball	[bezbol]		棒球〈n.m.〉
baser	[baze]		把…建在；基于〈v.〉
basket	[baskɛt]		篮球；球鞋〈n.〉
basque	[bask]		巴斯克的；巴斯克人〈adj.〉
basse	[bas]		低音；贝斯〈n.f.〉
bassin	[basɛ̃]		盆地；水池；骨盆〈n.m.〉
bataille	[bataj]		战斗；战役〈n.f.〉
bataillon	[batajɔ̃]		营；大队〈n.m.〉
bateau	[bato]		船；船只〈n.m.〉
batte	[bat]		球棒；棍棒〈n.f.〉
battement	[batəmɑ̃]		拍打；跳动〈n.m.〉
batterie	[batəʁi]		电池；架子鼓〈n.f.〉
batteur	[batœʁ]		打蛋器；搅拌器〈n.m.〉
battre	[batʁ]		打；打败；敲打〈v.〉
battu	[baty]		被打败的；被殴打的〈adj.〉
bavard	[bavaʁ]		话多的；爱闲聊的〈adj.〉
bavardage	[bavaʁdaʒ]		闲聊；饶舌〈n.m.〉
bavarder	[bavaʁde]		闲聊〈v.〉
bave	[bav]		口水；黏液〈n.f.〉
baver	[bave]		流口水；渗开〈v.〉
bazar	[bazaʁ]		杂货市场；混乱〈n.m.〉
baïonnette	[bajonɛt]		刺刀〈n.f.〉
beau	[bo]		漂亮的；美好的〈adj.〉
beau-frère	[bofʁɛʁ]		姐夫；妹夫；连襟〈n.m.〉
beau-père	[bopɛʁ]		岳父；继父〈n.m.〉
beaucoup	[boku]		很多；非常〈adv.〉
beauté	[bote]		美；美丽〈n.f.〉
beaux-arts	[bozaʁ]		美术；美术学院〈n.m.〉
bec	[bɛk]		喙；嘴〈n.m.〉
beignet	[bɛɲɛ]		炸面饼〈n.m.〉
belge	[bɛlʒ]		比利时的；比利时人〈adj.〉
belle-fille	[bɛlfij]		儿媳；继女〈n.f.〉
ben	[bɛ̃]		嗯；那个（语气词）〈n.m.〉
bercail	[bɛʁkaj]		归宿；老家〈n.m.〉
berceau	[bɛʁso]		摇篮；发源地〈n.m.〉
bercer	[bɛʁse]		轻摇；哄（入睡）〈v.〉
berge	[bɛʁʒ]		河岸；岸堤〈n.f.〉
berger	[bɛʁʒe]		牧羊人〈n.m.〉
berner	[bɛʁne]		欺骗；愚弄〈v.〉
besoin	[bəzwɛ̃]		需要；需求〈n.m.〉
bestiole	[bɛstjɔl]		小动物；小家伙〈n.f.〉
beurk	[bœʁk]		呸（嫌恶声）〈interj.〉
beurre	[bœʁ]		黄油〈n.m.〉
biberon	[bibəʁɔ̃]		奶瓶〈n.m.〉
bible	[bibl]		圣经〈n.f.〉
bibliothèque	[biblijotɛk]		图书馆〈n.f.〉
bibliothécaire	[biblijotekɛʁ]		图书管理员〈n.〉
biblique	[biblik]		圣经的〈adj.〉
biche	[biʃ]		母鹿〈n.f.〉
bicyclette	[bisiklɛt]		自行车〈n.f.〉
bide	[bid]		肚子（口语）〈n.m.〉
bidon	[bidɔ̃]		罐；桶；假的（口语）〈n.m.〉
bien	[bjɛ̃]		好；很；相当〈adv.〉
bien-aimé	[bjɛ̃neme]		心爱的人〈n.m.〉
bien-être	[bjɛ̃nɛtʁ]		安乐；身心健康〈n.m.〉
bienfait	[bjɛ̃fɛ]		好处；功效〈n.m.〉
bienfaiteur	[bjɛ̃fɛtœʁ]		恩人；捐助人〈n.m.〉
bienheureux	[bjɛ̃nøʁø]		极幸福的；受祝福的〈adj.〉
bientôt	[bjɛ̃to]		不久；很快〈adv.〉
bienveillance	[bjɛ̃vɛjɑ̃s]		善意；仁慈〈n.f.〉
bienvenu	[bjɛ̃vəny]		欢迎；受欢迎的〈n.m.〉
bienvenue	[bjɛ̃vəny]		欢迎〈n.f.〉
bijou	[biʒu]		珠宝；首饰〈n.m.〉
bijouterie	[biʒutəʁi]		珠宝店；珠宝业〈n.f.〉
bikini	[bikini]		比基尼泳装〈n.m.〉
bilan	[bilɑ̃]		总结；评估；结算〈n.m.〉
bile	[bil]		胆汁〈n.f.〉
billard	[bijaʁ]		台球；台球桌〈n.m.〉
bille	[bij]		弹珠；小球〈n.f.〉
billet	[bijɛ]		票；钞票〈n.m.〉
bingo	[biŋo]		宾果游戏〈n.m.〉
binoclard	[binoklaʁ]		戴眼镜的（俚语）〈adj.〉
bio	[bjo]		有机的；生态的〈adj.〉
biographie	[bjogʁafi]		传记〈n.f.〉
biologie	[bjoloʒi]		生物学〈n.f.〉
biologique	[bjoloʒik]		生物的；有机的〈adj.〉
bip	[bip]		哔声；提示音〈n.m.〉
biper	[bipe]		发出哔哔声〈v.〉
biscuit	[biskɥi]		饼干〈n.m.〉
bise	[biz]		亲吻；贴面礼〈n.f.〉
bison	[bizɔ̃]		野牛〈n.m.〉
bisou	[bizu]		亲亲（口语）〈n.m.〉
bistrot	[bistʁo]		小酒馆〈n.m.〉
bizarre	[bizaʁ]		奇怪的；怪异的〈adj.〉
bizarrement	[bizaʁəmɑ̃]		奇怪地〈adv.〉
bizut	[bizy]		新生（俚语）〈n.m.〉
bière	[bjɛʁ]		啤酒〈n.f.〉
black	[blak]		黑人（口语借词）〈n.m.〉
blague	[blag]		玩笑；笑话〈n.f.〉
blaguer	[blage]		开玩笑（口语）〈v.〉
blaireau	[blɛʁo]		獾；剃须刷；蠢货（口语）〈n.m.〉
blanc	[blɑ̃]		白色的〈adj.〉
blanchir	[blɑ̃ʃiʁ]		漂白；洗白〈v.〉
blasphème	[blasfɛm]		亵渎；渎神〈n.m.〉
blasphémer	[blasfeme]		亵渎〈v.〉
bled	[blɛd]		小村镇；穷乡僻壤（口语）〈n.m.〉
blesser	[blese]		使受伤〈v.〉
blessure	[blesyʁ]		伤口〈n.f.〉
blessé	[blese]		伤员；受伤的〈n.m.〉
bleu	[blø]		蓝色的〈adj.〉
blindé	[blɛ̃de]		装甲的；塞满的（口语）〈adj.〉
bloc	[blɔk]		块；街区；集团〈n.m.〉
blond	[blɔ̃]		金发的；金发的人〈n.m.〉
bloquer	[bloke]		堵住；封锁〈v.〉
bloqué	[bloke]		被卡的；封锁的；冻结的〈adj.〉
blouse	[bluz]		罩衫；工作服〈n.f.〉
blouson	[bluzɔ̃]		夹克；短外套〈n.m.〉
blues	[bluz]		布鲁斯；忧郁〈n.m.〉
bluff	[blœf]		虚张声势；唬人〈n.m.〉
bluffer	[blœfe]		虚张声势；唬人〈v.〉
blâmer	[blame]		责备；指责〈v.〉
blé	[ble]		小麦〈n.m.〉
bobine	[bobin]		线轴；卷筒〈n.f.〉
bocal	[bokal]		广口瓶；罐子〈n.m.〉
boeuf	[bœf]		牛肉；牛〈n.m.〉
bof	[bɔf]		一般般；不怎么样（口语）〈interj.〉
bohème	[boɛm]		放浪不羁的生活〈n.〉
bohémien	[boemjɛ̃]		波希米亚人；流浪的〈n.m.〉
boire	[bwaʁ]		喝；饮〈v.〉
bois	[bwa]		木头；树林〈n.m.〉
boisson	[bwasɔ̃]		饮料〈n.f.〉
boiter	[bwate]		跛行；瘸〈v.〉
boiteux	[bwatø]		瘸的；跛的〈adj.〉
bol	[bɔl]		碗；一碗〈n.m.〉
bolchevik	[bɔlʃəvik]		布尔什维克；布尔什维克的〈n.〉
bombardement	[bɔ̃baʁdəmɑ̃]		轰炸〈n.m.〉
bombarder	[bɔ̃baʁde]		轰炸〈v.〉
bombardier	[bɔ̃baʁdje]		轰炸机〈n.m.〉
bombe	[bɔ̃b]		炸弹〈n.f.〉
bon	[bɔ̃]		好的；不错的〈adj.〉
bonbon	[bɔ̃bɔ̃]		糖果〈n.m.〉
bond	[bɔ̃]		跳跃；一跃〈n.m.〉
bondir	[bɔ̃diʁ]		跳起；跃起〈v.〉
bonheur	[bonœʁ]		幸福；快乐〈n.m.〉
bonhomme	[bonɔm]		家伙；小人儿〈n.m.〉
bonjour	[bɔ̃ʒuʁ]		你好；日安〈n.m.〉
bonne	[bɔn]		女仆（旧）〈n.f.〉
bonnet	[bonɛ]		毛线帽；便帽〈n.m.〉
bonsoir	[bɔ̃swaʁ]		晚上好〈n.m.〉
bonté	[bɔ̃te]		善良；仁慈〈n.f.〉
bonus	[bonys]		奖金；红利；额外赠送〈n.m.〉
boom	[bum]		激增；繁荣〈n.m.〉
boomer	[bumœʁ]		婴儿潮一代（戏称）〈n.m.〉
boomerang	[buməʁɑ̃g]		回旋镖；回力镖〈n.m.〉
bord	[bɔʁ]		边缘；旁边〈n.m.〉
bordel	[bɔʁdɛl]		脏乱；混乱（粗俗）〈n.m.〉
border	[bɔʁde]		给…镶边；掖好被子〈v.〉
borne	[bɔʁn]		界石；里程碑〈n.f.〉
borner	[bɔʁne]		限定；使局限于〈v.〉
borné	[bɔʁne]		狭隘的；目光短浅的〈adj.〉
boss	[bɔs]		老板（口语）〈n.m.〉
bosse	[bɔs]		肿块；隆起〈n.〉
bosser	[bose]		干活；工作（口语）〈v.〉
bossu	[bosy]		驼背的人〈n.m.〉
botte	[bɔt]		靴子（常用复数）；一捆〈n.f.〉
botter	[bote]		给…穿靴；合…心意〈v.〉
bottine	[botin]		短靴〈n.f.〉
bouc	[buk]		公山羊〈n.m.〉
bouche	[buʃ]		嘴；口〈n.f.〉
boucher	[buʃe]		堵住；塞住〈v.〉
boucherie	[buʃəʁi]		肉店〈n.f.〉
bouchon	[buʃɔ̃]		瓶塞；堵塞物〈n.m.〉
bouché	[buʃe]		堵塞的〈adj.〉
bouchée	[buʃe]		一口（的食物）〈n.f.〉
boucle	[bukl]		环；圈；卷发〈n.f.〉
boucler	[bukle]		扣紧；锁上〈v.〉
bouclier	[buklije]		盾；防护物〈n.m.〉
bouclé	[bukle]		卷曲的；卷发的〈adj.〉
bouder	[bude]		生闷气；赌气〈v.〉
boudin	[budɛ̃]		血肠〈n.m.〉
boue	[bu]		泥；泥浆〈n.f.〉
bouffe	[buf]		吃的东西（俚）〈n.f.〉
bouffer	[bufe]		吃（口语）〈v.〉
bouffon	[bufɔ̃]		小丑；弄臣〈n.m.〉
bouffée	[bufe]		一股；一阵〈n.f.〉
bouger	[buʒe]		动；移动；挪动〈v.〉
bougie	[buʒi]		蜡烛〈n.f.〉
bougre	[bugʁ]		家伙（旧式口语）〈n.m.〉
bouillant	[bujɑ̃]		沸腾的；滚烫的〈adj.〉
bouillie	[buji]		糊状物；粥〈n.f.〉
bouillir	[bujiʁ]		沸腾；煮开〈v.〉
bouillon	[bujɔ̃]		汤；高汤〈n.m.〉
boulanger	[bulɑ̃ʒe]		面包师〈n.m.〉
boulangerie	[bulɑ̃ʒəʁi]		面包店〈n.f.〉
boule	[bul]		圆球；球状物〈n.f.〉
boulet	[bulɛ]		炮弹；累赘〈n.m.〉
boulette	[bulɛt]		肉丸；失误（口语）〈n.f.〉
boulevard	[buləvaʁ]		大街；林荫大道〈n.m.〉
bouleverser	[buləvɛʁse]		使震惊；使心乱〈v.〉
bouleversé	[buləvɛʁse]		震惊的；心烦意乱的〈adj.〉
boulon	[bulɔ̃]		螺栓；螺钉〈n.m.〉
boulot	[bulo]		工作；活儿（口语）〈n.m.〉
boum	[bum]		砰；（口）派对〈n.m.〉
bouquet	[bukɛ]		花束〈n.m.〉
bouquin	[bukɛ̃]		书（口语）〈n.m.〉
bourdonner	[buʁdone]		嗡嗡作响〈v.〉
bourgeois	[buʁʒwa]		资产阶级的；市侩的〈adj.〉
bourgeoisie	[buʁʒwazi]		资产阶级；中产阶层〈n.f.〉
bourreau	[buʁo]		刽子手〈n.m.〉
bourrer	[buʁe]		塞满；填塞〈v.〉
bourré	[buʁe]		喝醉的；塞满的〈adj.〉
bourse	[buʁs]		奖学金；交易所〈n.f.〉
bousculer	[buskyle]		推搡；打乱〈v.〉
bousiller	[buzije]		弄坏；糟蹋（口语）〈v.〉
boussole	[busɔl]		指南针〈n.f.〉
bout	[bu]		末端；尽头；一端〈n.m.〉
bouteille	[butɛj]		瓶子〈n.f.〉
boutique	[butik]		小店；商店〈n.f.〉
bouton	[butɔ̃]		按钮；疙瘩；花蕾〈n.m.〉
boutonner	[butone]		扣纽扣〈v.〉
boxe	[bɔks]		拳击〈n.f.〉
boxer	[bɔkse]		拳击〈v.〉
boxeur	[bɔksœʁ]		拳击手〈n.m.〉
boy-scout	[bɔjskut]		童子军〈n.m.〉
boyau	[bwajo]		肠子；窄巷〈n.m.〉
boîte	[bwat]		盒子；箱子〈n.f.〉
bracelet	[bʁasəlɛ]		手镯；表带〈n.m.〉
braguette	[bʁagɛt]		裤门襟〈n.f.〉
brailler	[bʁaje]		大喊大叫（口语）〈v.〉
branche	[bʁɑ̃ʃ]		树枝；分支〈n.f.〉
brancher	[bʁɑ̃ʃe]		接上电源；连接〈v.〉
branché	[bʁɑ̃ʃe]		时髦的；新潮的〈adj.〉
brandir	[bʁɑ̃diʁ]		挥舞；举起〈v.〉
brandy	[bʁɑ̃di]		白兰地〈n.m.〉
branler	[bʁɑ̃le]		摇晃；摆动〈v.〉
braquage	[bʁakaʒ]		持械抢劫〈n.m.〉
braquer	[bʁake]		瞄准；用枪对准〈v.〉
braqueur	[bʁakœʁ]		持枪抢劫者〈n.m.〉
bras	[bʁa]		手臂；胳膊〈n.m.〉
brave	[bʁav]		勇敢的；正直的〈adj.〉
braver	[bʁave]		不畏；顶着（危险）〈v.〉
bravo	[bʁavo]		好哇；真棒（喝彩声）〈interj.〉
bravoure	[bʁavuʁ]		英勇；勇敢〈n.f.〉
break	[bʁɛk]		间歇；旅行车〈n.m.〉
brebis	[bʁəbi]		母羊〈n.f.〉
bref	[bʁɛf]		简言之；简短的〈adv.〉
bretelle	[bʁətɛl]		背带；匝道〈n.f.〉
brevet	[bʁøvɛ]		专利；文凭〈n.m.〉
bricoler	[bʁikole]		做零活；摆弄修理〈v.〉
bridge	[bʁidʒ]		桥牌〈n.m.〉
briefing	[bʁifiŋ]		简报会；情况介绍〈n.m.〉
brigade	[bʁigad]		旅；（警察）分队〈n.f.〉
brigand	[bʁigɑ̃]		强盗；土匪〈n.m.〉
brillant	[bʁijɑ̃]		闪亮的；辉煌的〈adj.〉
briller	[bʁije]		发光；闪耀〈v.〉
brin	[bʁɛ̃]		小枝；一点儿〈n.m.〉
brioche	[bʁijɔʃ]		奶油圆面包〈n.f.〉
